Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,51.25,48.58000183105469,50.68000030517578,48.93000030517578,2415600.0,37.97697067260742
2010-01-05,48.810001373291016,47.2400016784668,48.709999084472656,48.02000045776367,2564200.0,37.270687103271484
2010-01-06,48.790000915527344,47.369998931884766,48.189998626708984,47.70000076293945,1994000.0,37.02229690551758
2010-01-07,48.959999084472656,46.689998626708984,47.86000061035156,48.90999984741211,2150800.0,37.9614372253418
2010-01-08,48.86000061035156,47.27000045776367,48.43000030517578,48.560001373291016,2210500.0,37.68980026245117
2010-01-11,50.4900016784668,49.119998931884766,49.88999938964844,49.43000030517578,1259200.0,38.36503219604492
2010-01-12,50.81999969482422,48.70000076293945,48.70000076293945,49.619998931884766,3027000.0,38.512508392333984
2010-01-13,51.0,49.02000045776367,49.66999816894531,50.810001373291016,1399300.0,39.43613052368164
2010-01-14,51.65999984741211,50.0,50.52000045776367,50.59000015258789,1443400.0,39.265380859375
2010-01-15,50.90999984741211,50.0,50.400001525878906,50.04999923706055,1113000.0,38.84626007080078
2010-01-19,52.209999084472656,50.040000915527344,50.060001373291016,51.720001220703125,1618500.0,40.142425537109375
2010-01-20,51.27000045776367,50.15999984741211,51.08000183105469,50.97999954223633,1127200.0,39.56808090209961
2010-01-21,51.619998931884766,47.66999816894531,51.2599983215332,47.709999084472656,1875000.0,37.030067443847656
2010-01-22,48.119998931884766,45.04999923706055,46.97999954223633,46.0,2932100.0,35.70285415649414
2010-01-25,46.560001373291016,44.119998931884766,46.560001373291016,45.91999816894531,2892600.0,35.64075469970703
2010-01-26,46.560001373291016,44.470001220703125,45.43000030517578,45.720001220703125,2637000.0,35.48552703857422
2010-01-27,46.31999969482422,44.43000030517578,45.61000061035156,45.93000030517578,2400300.0,35.64852523803711
2010-01-28,46.099998474121094,45.31999969482422,45.970001220703125,45.63999938964844,1939500.0,35.42343521118164
2010-01-29,46.36000061035156,44.810001373291016,46.029998779296875,45.4900016784668,1935500.0,35.30702590942383
2010-02-01,47.65999984741211,46.130001068115234,46.689998626708984,47.54999923706055,1806900.0,36.9058723449707
2010-02-02,48.029998779296875,47.130001068115234,47.779998779296875,47.9900016784668,1521700.0,37.24739074707031
2010-02-03,47.86000061035156,46.77000045776367,47.63999938964844,47.7599983215332,1517100.0,37.068870544433594
2010-02-04,47.18000030517578,44.939998626708984,47.18000030517578,45.099998474121094,2290200.0,35.00431823730469
2010-02-05,46.4900016784668,43.810001373291016,45.16999816894531,45.540000915527344,2295700.0,35.34583282470703
2010-02-08,46.40999984741211,44.060001373291016,45.84000015258789,44.18000030517578,1488900.0,34.290252685546875
2010-02-09,45.08000183105469,43.33000183105469,45.08000183105469,44.2599983215332,1827500.0,34.352359771728516
2010-02-10,45.29999923706055,43.4900016784668,44.15999984741211,44.75,1273000.0,34.73265838623047
2010-02-11,45.5,44.22999954223633,44.47999954223633,45.33000183105469,1076600.0,35.1828498840332
2010-02-12,46.06999969482422,44.25,44.56999969482422,45.959999084472656,1128200.0,35.671810150146484
2010-02-16,48.02000045776367,46.290000915527344,46.689998626708984,47.939998626708984,1485000.0,37.208587646484375
2010-02-17,48.58000183105469,47.45000076293945,48.13999938964844,47.900001525878906,1152300.0,37.17753601074219
2010-02-18,48.54999923706055,47.2400016784668,47.52000045776367,48.11000061035156,1270500.0,37.34053039550781
2010-02-19,48.369998931884766,47.5,47.63999938964844,48.119998931884766,1514100.0,37.348297119140625
2010-02-22,50.0,48.16999816894531,48.349998474121094,49.56999969482422,1452600.0,38.47371292114258
2010-02-23,49.56999969482422,48.59000015258789,49.38999938964844,48.790000915527344,1531700.0,37.868309020996094
2010-02-24,49.97999954223633,48.470001220703125,48.93000030517578,49.959999084472656,1280800.0,38.776390075683594
2010-02-25,50.58000183105469,48.869998931884766,49.02000045776367,50.4900016784668,694000.0,39.18775177001953
2010-02-26,51.5,50.06999969482422,50.540000915527344,51.060001373291016,1014700.0,39.63017272949219
2010-03-01,51.75,51.029998779296875,51.5,51.5,961600.0,39.971675872802734
2010-03-02,52.65999984741211,51.630001068115234,51.689998626708984,52.40999984741211,907100.0,40.677982330322266
2010-03-03,52.91999816894531,51.880001068115234,52.470001220703125,52.06999969482422,519000.0,40.41407012939453
2010-03-04,53.0,52.15999984741211,52.349998474121094,52.83000183105469,694600.0,41.00395584106445
2010-03-05,55.7400016784668,52.970001220703125,53.15999984741211,55.400001525878906,1435300.0,42.998653411865234
2010-03-08,57.869998931884766,55.36000061035156,55.36000061035156,57.45000076293945,1758900.0,44.58975601196289
2010-03-09,58.58000183105469,56.70000076293945,56.9900016784668,57.0,1386700.0,44.24049377441406
2010-03-10,58.15999984741211,56.45000076293945,57.209999084472656,57.11000061035156,1221900.0,44.325870513916016
2010-03-11,57.59000015258789,55.81999969482422,56.029998779296875,57.369998931884766,1471000.0,44.527671813964844
2010-03-12,57.63999938964844,55.900001525878906,57.599998474121094,56.40999984741211,1296300.0,43.782562255859375
2010-03-15,56.5,54.79999923706055,56.34000015258789,55.66999816894531,1033200.0,43.20820999145508
2010-03-16,57.400001525878906,55.66999816894531,55.66999816894531,57.08000183105469,1206900.0,44.30257797241211
2010-03-17,58.25,57.2400016784668,57.470001220703125,57.599998474121094,1084600.0,44.70618438720703
2010-03-18,58.06999969482422,56.70000076293945,57.65999984741211,56.7400016784668,782500.0,44.03868865966797
2010-03-19,56.959999084472656,55.119998931884766,55.18000030517578,55.18000030517578,1344600.0,42.827911376953125
2010-03-22,55.900001525878906,54.33000183105469,54.83000183105469,55.5099983215332,1305000.0,43.08403396606445
2010-03-23,55.779998779296875,54.709999084472656,55.529998779296875,54.900001525878906,1190800.0,42.61058044433594
2010-03-24,55.2400016784668,54.349998474121094,54.47999954223633,54.779998779296875,1820000.0,42.51744842529297
2010-03-25,57.09000015258789,55.209999084472656,55.2400016784668,55.93000030517578,1107000.0,43.41002655029297
2010-03-26,56.33000183105469,54.130001068115234,56.04999923706055,54.54999923706055,1707400.0,42.338932037353516
2010-03-29,56.4900016784668,54.41999816894531,54.779998779296875,56.119998931884766,1182500.0,43.637474060058594
